ENCODERREADING,PICK_ENCODERREADING,ANGLE,TORQUE,Message
0.701,0.003,4192.6,1.498,WX31D691F28Z
0.755,0.003,4271.2,1.495,WX31D691FYCY
0.608,0.002,3987,1.498,WX11D69LJJ5Y
0.675,0.002,4116.9,1.496,WX11D695ZEEC
0.76,-0.004,4268.8,1.493,WX11D695Z3U1
0.706,0,4195.2,1.493,WX31D6923VU6
0.698,-0.001,4177.4,1.49,WX11D695ZX4C
0.738,0.001,4216.5,1.494,WX11D695ZFDR
0.653,0.001,4070.2,1.491,WX11D695ZKVZ
0.583,0.001,3948.4,1.493,WX11D695ZSUK
0.765,-0.002,4277.3,1.496,WX11D69LJ80F
0.639,0,4045.8,1.496,WX11D695Z09E
0.624,-0.001,3995.1,1.496,WX11D69LJAJS
0.648,0.002,4112.9,1.496,WX11D695ZXUP
0.726,0.001,4201.8,1.498,WX11D695ZLLH
0.597,-0.005,3987.5,1.496,WX31D69236Z7
0.671,0.001,4109.5,1.496,WX31D6923SKN
0.694,-0.006,4153.5,1.493,WX31D69230RA
0.79,0.001,4335.4,1.495,WX31D6923HZ9
0.79,0.002,4339.5,1.498,WX31D692372T
0.679,0,4120.7,1.493,WX31D6923RUP
0.68,0,4126.5,1.491,WX31D6923R4P
0.824,0.001,3820.9,1.498,WX11D695ZNVS
0.663,0,4114.5,1.491,WX31D6923NCT
0.706,0,4159.4,1.491,WX31D6923CUS
0.802,0,4323.3,1.494,WX31D6923UT9
0.736,0,4270,1.493,WX11D695Z1AK
0.702,0.001,4166.7,1.494,WX31D6923387
0.678,0,4114.2,1.493,WX31D6923JV3
0.752,0,4298.8,1.495,WX31D6923AKC
0.784,0,4281.1,1.494,WX31D6923LAT
0.755,0,4249.7,1.494,WX21D690LYNJ
0.595,0.002,3951,1.495,WX31D6923AYY
0.706,0,4153,1.493,WX31D69232Z2
0.712,0.001,4180.1,1.494,WX21D690L2RR
0.74,0.001,4215.2,1.494,WX31D69238EX
0.589,0.002,3982.3,1.495,WX11D695ZLNV
0.824,0,4401.7,1.494,WX21D690LTRV
0.777,0,4290.2,1.493,WX21D690LA39
0.685,0.001,4108.7,1.489,WX21D690LYL4
0.61,0,4006.6,1.498,WX31D69232PZ
0.732,0.001,4235.3,1.493,WX21D690LU3S
0.804,0.001,4331.2,1.494,WX21D690LRNX
0.703,-0.001,4172.1,1.498,WX21D690LKLK
0.597,0.001,3982.1,1.493,WX21D690LKSV
0.695,0,4130.8,1.493,WX21D690LRK3
0.693,-0.004,4178,1.498,WX31D691FYSU
0.789,0,4339.4,1.496,WX31D6923X7P
0.786,0.001,4292.7,1.496,WX21D690LEZX
0.778,0.001,4282.3,1.495,WX21D690LSR9
0.711,0.001,4157.6,1.494,WX21D690L43E
0.794,0.001,4332,1.494,WX21D690LKF1
1.402,0.001,4305.7,1.495,WX11D695Z0P7
1.421,0.001,4319.7,1.495,WX11D695ZST9
0.692,0,4156.5,1.494,WX11D695ZZXJ
0.656,-0.004,4034.4,1.493,WX11D695ZZLK
0.591,0.001,3963.3,1.493,WX11D695ZRVC
0.66,0,4152.2,1.493,WX11D695ZC7Y
0.643,-0.004,4032.5,1.493,WX11D695ZN0Y
0.869,0,4127.1,1.493,WX11D695ZC3K
0.862,0,4012.6,1.498,WX11D695Z9D5
0.682,0,4177,1.495,WX11D695ZUL8
0.715,0,4202.1,1.493,WX11D695Z1X7
0.66,0,4125.1,1.493,WX11D695ZJV9
0.613,0,4064.3,1.493,WX11D695ZNHK
0.65,0,4070.4,1.49,WX11D695Z121
0.623,0,4066.2,1.496,WX11D695ZF94
0.609,0,4021.8,1.496,WX11D695Z7HU
0.604,0,3988.4,1.494,WX11D695ZXT2
0.598,0,4005.2,1.495,WX11D695ZEVR
0.663,0,4106.3,1.493,WX11D695ZSD4
0.669,-0.001,4090.9,1.494,WX11D695ZCX1
0.667,0,4108.7,1.494,WX11D695Z5P3
0.6,0.002,3973.8,1.495,WX11D695ZLY6
0.684,0,4181.2,1.496,WX11D695Z4SN
0.704,0,4147.9,1.491,WX11D695ZR3H
1.42,0,4314.9,1.492,WX11D69LJVFX
0.74,0,4256.2,1.494,WX31D6923ZKK
0.686,0,4146,1.493,WX31D69239N8
0.624,0,4047.1,1.488,WX31D6923574
0.714,0,4192.4,1.493,WX11D695ZZT6
0.7,0,4176,1.493,WX11D695ZAA2
0.679,0,4145,1.498,WX11D695ZAN7
0.586,-0.001,3961.1,1.492,WX11D695ZEUA
0.771,0,4265.6,1.493,WX11D695ZUKC
0.676,0,4121.7,1.492,WX11D695ZCAJ
0.635,0,4094.1,1.494,WX11D695Z2ET
0.762,0.001,4255.8,1.495,WX11D695ZP77
0.59,0.001,3971.7,1.491,WX11D695ZPH7
0.704,0,4194,1.495,WX31D69238X1
0.639,0,4063.9,1.494,WX11D695Z2UC
0.616,-0.004,4024.9,1.493,WX11D695ZCF3
0.652,-0.002,4044.1,1.493,WX31D6923VJ0
0.619,0,4016.1,1.493,WX31D6923S8F
0.583,0,3969.5,1.496,WX11D695ZRN0
0.649,0,4057.2,1.494,WX11D695Z4UU
0.667,0,4125.1,1.493,WX11D695ZFPR
0.726,0,4223.7,1.494,WX11D695Z90A
0.734,0,4185.7,1.495,WX11D695ZHT6
0.673,0,4130.9,1.498,WX11D695Z9H3
0.625,0.001,4022.3,1.492,WX11D695ZR11
0.715,-0.001,4154.9,1.494,WX11D695ZJ44
0.637,0.001,4059.4,1.493,WX11D695ZJSJ
0.623,0,4048.5,1.493,WX11D695Z8LX
0.706,0,4199.3,1.493,WX11D695ZS00
0.583,0.002,3991.6,1.491,WX11D695ZL9K
0.717,0,4192.6,1.494,WX11D695Z7PK
0.751,0,4227.8,1.496,WX11D695Z9SP
0.716,0,4191.6,1.492,WX31D79JC893
0.786,0.001,4308.2,1.494,WX31D6923YRZ
0.749,0.002,4230.6,1.496,WX31D79JC544
0.827,0.002,4364.1,1.489,WX31D6923PAZ
0,0,0,0,WX21D690LA39
0,0,0,0,WX21D690LA39
0.762,-0.001,4265.2,1.492,WX31D79JCVN9
0.748,-0.001,4282.1,1.495,WX11D695ZNJ4
0.633,0.001,4048.9,1.495,WX11D695ZV38
0.658,0,4074.5,1.494,WX11D695ZY9H
0.653,0,4091,1.491,WX11D695ZHYU
0.66,-0.002,4124.4,1.494,WX11D695ZR0Y
0.613,0,4015.9,1.496,WX11D695Z177
0.758,0,4286.8,1.493,WX31D6923JZ6
0.734,0,4206.5,1.496,WX31D6923Y8R
0.723,0.002,4224.4,1.495,WX11D695Z8HX
0.719,0.001,4213.9,1.493,WX11D695Z2UA
0.693,0.001,4127.8,1.496,WX11D695ZY0D
0,-0.005,0,0,WX11D695Z55Z
0.766,-0.004,4260.1,1.493,WX11D695ZN3J
0.748,-0.001,4248.1,1.493,WX11D695ZT12
0.611,0,3989.8,1.496,WX11D695ZH1C
0.673,0.001,4134.2,1.494,WX11D695ZJ26
0.71,-0.002,4131,1.494,WX11D695ZAEY
0.59,0,3957.5,1.493,WX31D6923HVR
0,-0.004,0,0,WX31D6923F20
0.701,-0.005,4155.1,1.498,WX11D695ZYAJ
0.686,0.002,4151.5,1.492,WX31D6923HUZ
1.421,-0.002,4319.4,1.494,WX31D692374K
0.756,0,4260,1.493,WX31D6923ZZF
0.72,0,4189.1,1.493,WX31D6923533
0.718,0.002,4206.5,1.491,WX31D6923NJD
0.667,0.001,4120,1.495,WX11D695ZL13
0.629,-0.001,4052.7,1.495,WX11D695ZVN8
0.696,-0.001,4191.6,1.492,WX11D695ZCH5
0.756,-0.003,4182,1.49,WX11D695Z9HZ
0.717,0.001,4197.7,1.498,WX11D695Z8YP
0.664,0,4128.3,1.493,WX11D695ZL77
0.949,0,4217.3,1.498,WX11D695ZKDY
0.995,-0.005,4237.1,1.496,WX11D695ZDJ2
0.607,-0.003,4001.2,1.495,WX31D6923TJF
0.656,-0.001,4060.7,1.488,WX11D695ZTTD
0.725,0,4215.8,1.495,WX31D6923AVH
0.707,0,4156,1.493,WX31D69230ZC
0.671,0,4136,1.491,WX31D6923KF9
0.598,0,3948.9,1.495,WX31D69236JX
0.672,0,4144.3,1.492,WX31D6923FP7
0.762,0,4291.1,1.49,WX31D6923K4H
0.731,0.001,4202.7,1.495,WX11D695ZUA8
0.643,0,4081.8,1.494,WX31D69233ZV
0.766,0,4277,1.494,WX11D695ZC1Z
0.671,0.001,4106.5,1.499,WX11D69LJT40
0.643,-0.002,4053.8,1.495,WX31D69239HN
0.654,0,4111.1,1.496,WX31D69235Z8
0.648,0,4113.4,1.496,WX31D69238EP
0.741,0.001,4230.7,1.493,WX11D69LJZ5H
0.742,0.002,4261.4,1.494,WX31D6923FZK
0.614,0.001,3995.1,1.492,WX31D6923RSH
0.659,0.002,4065.8,1.493,WX31D6923FJH
0.609,0.002,3973.3,1.498,WX31D691FPUX
0.731,0,4244.9,1.495,WX31D691F62N
0.658,-0.004,4076.8,1.492,WX31D691F6LD
0.719,0,4185.1,1.493,WX31D6923A5F
0.711,0.001,4184.1,1.493,WX31D691F93E
0.676,0.001,4126.7,1.498,WX31D6923U6V
0.676,0.002,4152.5,1.491,WX31D6923AUX
0.662,0.001,4145,1.496,WX31D6923HT1
0.912,-0.001,4106.5,1.492,WX31D6923Z3X
0.604,-0.003,3963.9,1.495,WX31D691FU3U
0.693,0,4135.2,1.493,WX31D691F8EU
0.702,0.002,4174.7,1.496,WX31D691FULV
0.654,0,4072.2,1.494,WX31D691FAN4
0.641,0,4065.1,1.493,WX31D691FLDS
0.715,0,4237.1,1.493,WX31D691F2DD
0.728,-0.001,4237.2,1.493,WX31D691FD7L
0.654,0.001,4056.1,1.491,WX31D691FVRR
0.683,-0.001,4151.7,1.494,WX31D691FU5D
0.595,0,4005.4,1.495,WX31D691FLX3
1.014,0,4249.1,1.496,WX31D691FEYH
0.715,-0.001,4201.4,1.495,WX31D691FN82
0.738,-0.008,4267.3,1.496,WX31D691FE25
0.679,0.001,4149.3,1.494,WX31D691F2ES
0.617,0,4006,1.491,WX31D691FHKT
0.709,-0.001,4175.3,1.49,WX31D691FCRJ
0.767,0,4308.7,1.498,WX31D691FTT1
0.725,0,4192.9,1.495,WX31D6923ALD
0.745,0.001,4276.8,1.496,WX31D69237P9
0.752,0,4256.8,1.493,WX31D6923F2K
0.735,0,4214.3,1.491,WX31D6923YYZ
0.592,0.001,3983.2,1.496,WX31D69234ZN
0.768,0,4281.9,1.493,WX31D6923JFY
0.704,0,4161.8,1.494,WX31D6923AJE
0.616,0,4027.2,1.498,WX31D6923D2Z
0.798,0,4294.3,1.495,WX31D691F8HK
0.631,0.002,4070.8,1.493,WX31D6923PN3
0,-0.006,0,0,WX31D6923YSD
0.691,-0.005,4181,1.498,WX31D69234DN
1.389,-0.006,4314.1,1.493,WX31D691FFYD
0.646,0,4035.1,1.493,WX31D69231Y4
0.655,-0.001,4041,1.496,WX31D6923RJZ
0.761,0.001,4304.1,1.495,WX31D6923DLX
0.584,0.001,3957.3,1.493,WX31D691FKUF
0.596,-0.003,4008.2,1.493,WX31D6923917
1.42,0,4313.5,1.496,WX31D6923S71
0.71,0,4207.6,1.498,WX31D69233UK
0.912,0,4125.8,1.493,WX31D69232Y6
0.738,-0.005,4273.8,1.494,WX31D6923DP8
0.743,0.002,4246.2,1.494,WX31D691F869
0.752,0,4261.1,1.493,WX31D691FFPE
0.616,0,4111.2,1.49,WX31D6923DLZ
0.653,-0.004,4086.4,1.493,WX31D69235FN
0.592,0,3993.9,1.495,WX31D692374U
0.64,0,4094.3,1.495,WX31D6923RXU
0.657,-0.001,4113.5,1.494,WX31D6923AK6
0.642,0,4030.9,1.496,WX31D69230NZ
0.61,0,3987.4,1.493,WX31D6923D83
0.629,-0.005,4048.3,1.498,WX31D6923A7E
1.445,0,4334.7,1.496,WX31D6923F8E
0.621,0.001,4015.6,1.498,WX31D6923PK4
1.456,0.002,4352.3,1.495,WX31D6923RF2
0.687,0,4128.5,1.495,WX31D6923P1U
0.645,0,4069.5,1.493,WX31D6923CH9
0.666,0,4121.1,1.493,WX31D6923H2R
0.606,0.002,4035.5,1.494,WX31D6923ZLL
0,0,0,0,WX31D6923L53
0.707,0.002,4222.9,1.494,WX31D69231NA
0.731,0,4172.2,1.495,WX31D6923Z0P
0.688,-0.001,4154.3,1.493,WX31D6923UHA
0.618,0.001,4027.9,1.498,WX31D6923F34
0.657,-0.001,4077.4,1.498,WX31D6923RYY
0.604,0.001,3973.4,1.495,WX31D692309C
0.705,-0.002,4164,1.493,WX31D6923TVE
0.641,-0.001,4079.3,1.495,WX31D6923K3U
0.638,0,4064,1.494,WX31D6923KZR
0.627,0.002,4005.7,1.493,WX31D69230DX
0.681,0.002,4162.3,1.494,WX31D6923XS4
0.745,-0.006,4226.3,1.493,WX31D6923JKF
0.631,0,3995.9,1.495,WX11D695ZPLN
1.462,-0.001,4286.6,1.496,WX31D6923D5U
0.735,-0.001,4207.4,1.493,WX31D6923Z82
0,-0.001,0,0,WX31D692305D
0.598,0.001,3991.8,1.495,WX31D6923ZZR
0.669,-0.001,4057.2,1.492,WX31D692356L
0.773,0,4282.4,1.495,WX31D692378L
0.649,0,4038,1.492,WX31D6923YSZ
0.673,0.001,4112.2,1.493,WX31D6923X24
0.768,-0.004,4300.2,1.495,WX31D691FLEE
0.691,-0.002,4113.3,1.493,WX31D691FCY9
0.697,0.001,4135.9,1.498,WX31D691FNS0
0.655,0,4056.4,1.493,WX31D691FJEL
0.691,-0.001,4142.8,1.492,WX31D691F8NC
0.627,0,4017.5,1.493,WX31D6923P8A
0.679,0,4082.3,1.495,WX31D691FVC4
0.706,0,4183.1,1.492,WX31D691FVLV
0.771,0,4286.4,1.494,WX31D691FH3R
0.695,0,4119.7,1.498,WX31D691F8ET
0.752,0,4266.6,1.498,WX31D691FTU3
0.747,-0.001,4252,1.491,WX31D691F6AS
0.751,0,4237.1,1.494,WX31D6923L3H
0.71,0,4162,1.488,WX11D69LJ7LX
0.91,0,4040.7,1.493,WX31D6923DDV
0.752,0,4253.8,1.493,WX31D6923295
0.644,0,4027.6,1.496,WX31D6923FP3
0.713,0,4139.6,1.496,WX31D6923F13
0.902,0,4006.9,1.495,WX31D69230KE
0.682,0,4091.4,1.495,WX31D6923S23
0.666,0.001,4125,1.494,WX31D69237D7
0.674,-0.004,4077.9,1.495,WX21D690LHA2
0.739,-0.002,4210.8,1.499,WX21D690LEKD
0.72,-0.001,4167.2,1.494,WX21D690LYN7
0.848,-0.004,4380.8,1.494,WX21D690LNCZ
0.781,0.002,4296.1,1.494,WX31D69233PZ
0.684,0.002,4111.3,1.495,WX31D6923ZVS
0.701,0,4155.1,1.492,WX31D6923UCP
0.605,0.001,3973.9,1.494,WX31D6923N1E
0.743,0.001,4227.6,1.491,WX31D69236D8
0.709,0,4129.5,1.493,WX21D690LHU0
0.85,0,4055.3,1.492,WX31D6923U9F
0.654,0,4087.7,1.496,WX31D691FZFD
0.627,0,4039.5,1.498,WX31D691F72F
0.699,0,4109.3,1.495,WX31D691FF3J
0.619,0,3994.9,1.498,WX31D691F57U
0.89,0,4007.4,1.493,WX31D691FR3H
0.737,-0.004,4200.9,1.495,WX31D691F6ZS
0.628,0,4047.1,1.498,WX31D6923V9J
0.77,-0.001,4250.9,1.494,WX31D691F9YL
0.667,0.002,4119.7,1.495,WX31D6923ANN
0.694,-0.001,4105.4,1.494,WX31D691FVH9
0.655,0.001,4037.6,1.493,WX31D691F0NH
0.779,0,4293.8,1.49,WX31D691FUJ7
0.615,0.001,3971.1,1.491,WX31D691F1EC
0.634,0.001,3980.6,1.498,WX31D691F491
0.978,0.001,4176.9,1.493,WX31D691FAPK
0.669,-0.002,4095.6,1.495,WX31D691FDT4
0.785,0.001,4307,1.495,WX31D691FN2U
0.606,0.001,3974.9,1.494,WX31D691FRL8
0.77,-0.001,4255.4,1.492,WX31D691FJ1N
0.638,0.001,4049.2,1.492,WX31D691FUXJ
0.647,-0.002,4039,1.494,WX31D691F8TC
0.709,-0.001,4161,1.49,WX31D691FY47
0.62,0,4015.9,1.493,WX31D691FVTJ
0.781,0,4268.3,1.496,WX31D691FV3Z
0.688,-0.001,4146.7,1.496,WX31D691F2Y5
0.597,0.001,3997.7,1.496,WX31D691F899
0.655,0,4097,1.498,WX11D695ZK5F
0.723,-0.008,4191.8,1.496,WX11D695Z9X0
0.746,0,4283.7,1.498,WX11D695ZLC5
0.646,-0.001,4060.7,1.494,WX11D695Z9YP
0.71,0.001,4148.4,1.496,WX11D695ZYCR
0.792,-0.004,4274.3,1.496,WX11D695ZVNR
0.793,-0.002,4275,1.494,WX11D695ZSN7
0.636,0,4060.7,1.493,WX11D695Z841
0.627,-0.002,4001.1,1.495,WX11D695ZE52
0.771,-0.004,3804.7,1.494,WX11D695Z8Z5
0.654,0,4093,1.493,WX31D691FJEN
0.632,0.001,4053.3,1.498,WX31D691FHNV
0.741,0,4215.6,1.493,WX11D695Z9U6
0.967,0,4229.2,1.496,WX31D6923N7C
0.639,0,4033.1,1.495,WX31D6923NU2
0.67,0,4078,1.493,WX31D69230X0
0.75,0,4232.4,1.498,WX31D6923J38
0.678,0,4099.8,1.494,WX31D69234EE
0.882,0,4062.4,1.495,WX31D69236U7
0.692,0,4181.6,1.492,WX31D6923DDU
1.404,0,4282.1,1.493,WX31D6923PAV
0.643,0,4057.7,1.498,WX31D691FY86
0.764,0,4262.1,1.498,WX31D6923N01
0.718,0,4175.9,1.493,WX31D691F51L
0.883,0,4335.8,1.493,WX31D691FE6R
0.635,-0.001,4026,1.496,WX31D6923L44
0.713,0.001,4164.9,1.493,WX31D6923A5V
0.738,-0.003,4213,1.492,WX31D69231K1
0.677,0,4104.6,1.493,WX31D6923RAC
0.758,0,4279.2,1.493,WX31D6923411
0.661,0,4069.8,1.495,WX31D69233K7
0.705,0.001,4121.3,1.49,WX31D69236A4
0.661,0,4072.1,1.494,WX31D6923JFV
0.812,-0.001,4331.9,1.493,WX31D6923P54
0.643,-0.001,4008,1.495,WX31D69233KU
0.643,0,4027.7,1.49,WX21D690L95E
0.601,0,3986.3,1.495,WX31D6923DP1
0.619,0,4011.3,1.494,WX31D6923Z4J
0.675,0,4095.6,1.492,WX31D69234DY
0.707,0.001,4165.4,1.494,WX31D69238KT
0.673,0,4094.5,1.489,WX31D6923DS0
0.742,0,4200,1.498,WX31D69231NF
0.735,-0.001,4185.3,1.498,WX31D69239JR
0.718,-0.002,4204.2,1.493,WX31D6923YJ0
0.618,0,3984.5,1.494,WX31D6923EV9
0.665,0,4059.3,1.498,WX31D69237EU
0.76,0.001,4283.7,1.493,WX31D692391T
0.759,0,4248.8,1.492,WX31D6923T6F
0.618,0,4005.5,1.493,WX31D6923P4S
0.689,0,4164.9,1.493,WX31D6923DPV
0.753,-0.001,4283.8,1.492,WX31D69233NA
0.745,0.002,4208.8,1.498,WX31D692301P
0.646,0,4005.3,1.495,WX31D6923T5Y
0.623,0.001,3985.2,1.498,WX31D69233PF
0.732,-0.001,4163.3,1.493,WX31D6923K68
0.621,0,4031.2,1.493,WX31D6923X8P
0.724,-0.001,4185.1,1.493,WX31D6923XSP
0.746,0,4251.6,1.498,WX11D695Z2SC
0.715,0.001,4160.5,1.493,WX11D695ZAPV
0.611,-0.001,3978.3,1.493,WX11D695ZZY4
0.675,-0.004,4070.2,1.49,WX11D695ZYS2
0.737,0,4214.1,1.493,WX11D695ZYVF
0.68,0,4090.3,1.495,WX11D695Z8X2
0.623,0,4011.8,1.494,WX11D695ZELU
0.591,0,4005.3,1.496,WX11D695ZJSX
0.715,-0.001,4204.9,1.491,WX11D695ZN30
0.677,0.001,4105.2,1.491,WX11D695ZXS9
0.72,0,4191.1,1.494,WX11D69LJHUE
0.665,0,4080.8,1.495,WX31D691F9H8
0.763,0,4266.2,1.493,WX31D692383D
0.898,0,4111.5,1.488,WX31D692383S
0.715,0,4186.7,1.492,WX31D69237HX
0.694,0,4107.4,1.493,WX31D69236UP
0.815,0,4319.3,1.495,WX31D6923HRL
0.646,0,4068.3,1.489,WX31D6923CDH
0.621,0,3951.1,1.496,WX31D6923N02
0.775,0,4261.7,1.493,WX31D692306C
0.767,0,4257.2,1.493,WX31D6923C7V
0.682,0,4074.9,1.498,WX31D69232CU
0.644,-0.002,4010.2,1.493,WX31D6923D26
0.612,0.001,3985,1.493,WX31D69238SH
0.605,0.001,4013.3,1.496,WX31D6923SFR
0.727,-0.001,4213,1.495,WX31D6923DK9
0.676,0,4068.3,1.491,WX31D6923H5J
0.646,-0.001,3999.7,1.493,WX31D6923FTA
0.7,0,4188,1.495,WX31D69236RS
0.743,0,4251.7,1.494,WX31D6923JF6
0.73,0,4225.1,1.496,WX31D6923JTZ
0.75,0,4233.7,1.493,WX31D6923V55
0.679,0.001,4096.1,1.496,WX31D6923Z1K
0.809,-0.004,4288.1,1.493,WX31D69239N4
0.634,-0.006,3999.5,1.494,WX31D6923LXK
0.766,-0.001,4259.2,1.494,WX31D6923XUJ
0.691,0,4110.2,1.496,WX31D6923F1J
0.805,-0.002,4335.5,1.49,WX31D6923H37
0.621,0,4017,1.496,WX31D6923JHA
0.766,0,4273.9,1.49,WX31D6923962
0.628,-0.003,4042.8,1.494,WX31D691F65X
0.727,0.001,4209.7,1.495,WX31D6923U1Z
0.764,0,4305,1.496,WX31D6923D13
0.678,-0.002,4114.2,1.495,WX31D6923KE7
0.728,0.002,4184.4,1.494,WX31D6923YHH
0.758,-0.005,4276.6,1.493,WX31D6923H3K
0.685,-0.001,4121.5,1.494,WX31D6923HLD
0.709,-0.001,4160.1,1.493,WX31D69238JK
0.738,0,4196.4,1.494,WX31D6923U9Z
0.609,0,3994.4,1.492,WX31D6923FZ2
1.497,0,4315.3,1.493,WX31D692363L
0.699,0.001,4161.3,1.491,WX31D6923582
0.666,0.001,4069.1,1.494,WX31D6923RN8
0.604,0.001,3994.4,1.493,WX31D6923LJX
0.654,0.002,4090.6,1.495,WX31D6923KS7
0.71,0,4188.6,1.495,WX31D6923XHJ
1.05,0,4282.5,1.493,WX31D69232AV
0.774,0,4262.9,1.493,WX31D6923J99
0.965,0,4177.6,1.494,WX31D6923N3X
0.9,0,4139.8,1.49,WX31D6923U33
0.81,0,4307.1,1.496,WX31D6923H1S
0.712,0,4157.1,1.498,WX31D6923FJV
0.694,0,4116.6,1.491,WX31D6923K07
0.684,-0.003,4111.5,1.493,WX31D6923RY4
0.653,-0.001,4065,1.495,WX31D69234LR
0.941,0,4075.1,1.494,WX31D69233TL
0.596,0,3976.7,1.488,WX31D6923HA1
0.687,0,4129.1,1.493,WX31D692331D
0.695,0,4130.1,1.49,WX31D6923NXF
0.655,0,4022.9,1.493,WX31D6923P98
0.66,-0.001,4085.8,1.491,WX31D692374X
0.718,0,4173.4,1.493,WX31D692304K
0.694,0.001,4169.7,1.493,WX31D69239CK
0.615,0,4037.2,1.494,WX31D6923Z3Z
0.609,0,3982.2,1.494,WX31D6923SK0
0.727,0,4209.8,1.493,WX31D6923YJJ
0.746,0,4236.5,1.494,WX31D6923H3H
0.95,0,4286.3,1.493,WX31D6923J19
0.759,0,4161.1,1.491,WX31D6923ES2
0.647,0,4035.5,1.496,WX31D692334X
0.65,0,4039.8,1.498,WX31D6923T22
0.959,0,4149,1.495,WX31D6923PZJ
0.632,0,4061.4,1.493,WX31D6923DAH
0.743,0,4244.2,1.498,WX31D6923YYV
0.624,0,3994.4,1.5,WX31D6923388
1.019,0,3940.6,1.498,WX31D69233CR
0.618,0,3996.8,1.499,WX31D6923P15
0.683,0,4118.8,1.491,WX31D6923TR9
0.809,0,4189.8,1.495,WX31D6923UHX
0.732,0,4185.6,1.493,WX31D6923PZN
0.629,0,4015,1.49,WX31D6923XLJ
0.641,-0.001,4002.7,1.493,WX31D6923JUZ
0.671,-0.001,4095,1.492,WX31D6923TUN
0.746,-0.001,4208.7,1.494,WX31D6923VP5
0.793,-0.002,4296.9,1.493,WX31D69237LF
0.613,0.001,3996,1.492,WX31D69238FD
0.623,-0.001,4020.6,1.495,WX31D6923TZ5
0.603,0.001,4004.2,1.494,WX31D6923EKE
0.788,-0.007,4327.7,1.498,WX31D69238D0
0.729,0,4208.1,1.494,WX31D6923ZFU
0.639,0,4029.5,1.495,WX31D6923653
0.747,-0.002,4253.2,1.492,WX31D6923UZX
0.768,0,4300.4,1.495,WX31D69239U5
0.782,0,4297.5,1.495,WX31D6923S06
0.712,0.001,4180.9,1.498,WX31D69231KE
0.753,0,4250.7,1.493,WX31D6923ZYP
0.731,0,4208.2,1.496,WX31D6923ETR
0.853,0,4351.9,1.493,WX31D6923FS4
0.633,0,4005,1.493,WX31D692394C
0.684,-0.004,4131.1,1.493,WX31D69235JT
0.64,0,4090.6,1.495,WX31D69233EC
0.738,0.002,4193,1.494,WX31D6923JX7
0.823,-0.003,4338.6,1.494,WX31D69237FH
0.747,0.001,4230.5,1.499,WX31D6923TUV
0.651,-0.001,4045.4,1.493,WX31D691FDLX
0.622,0.001,4014.8,1.493,WX31D691F2J0
0.602,0,4003,1.49,WX31D691F456
0.764,0,4242.4,1.498,WX31D691FF1P
0.731,0,4207,1.493,WX11D695ZD3R
0.74,0,4204,1.492,WX11D695ZEX6
0.726,-0.001,4195.6,1.492,WX11D695Z9F0
0.723,0.001,4170.3,1.494,WX11D695Z108
0.739,-0.004,4258.3,1.495,WX11D695Z3ZF
0.74,-0.001,4200.4,1.496,WX31D6923RJC
0.627,0.002,4022.2,1.493,WX11D695ZT6N
0.965,0,4142.9,1.495,WX31D6923P0N
0.674,0,4115.4,1.49,WX11D695ZSDX
0.755,0,4213.4,1.491,WX31D6923KE9
0.796,0.001,4266.9,1.495,WX31D6923DEZ
0.681,-0.005,4094.7,1.498,WX31D6923D6V
0.757,-0.002,4267.9,1.496,WX31D6923E5T
0.697,-0.001,4165.6,1.494,WX31D6923HRX
0.813,-0.005,4306.6,1.498,WX31D69234NF
0.659,0.001,4072.1,1.494,WX31D69235YS
0.767,-0.001,4240.8,1.493,WX31D6923JE6
0.771,0,4270.7,1.499,WX31D6923DHE
0.724,0,4148.2,1.493,WX31D69235AN
0.738,0,4230.7,1.495,WX31D6923F1T
0.664,0,4069.6,1.493,WX31D69238UD
0.603,0,3938.2,1.498,WX31D6923TZL
0.665,0,4078.7,1.498,WX31D69239PL
0,-0.002,0,0,WX11D695ZLHE
0.594,-0.002,3954.2,1.493,WX11D695Z6LZ
0.705,-0.004,4157.9,1.489,WX11D695ZFS4
0.771,0.002,4268,1.498,WX11D695Z9P2
0.77,0.001,4275.8,1.498,WX11D695ZL9C
0.685,0.001,4157.6,1.496,WX11D695Z780
0.623,-0.002,3982.1,1.495,WX11D695Z75C
0.605,0,4010.3,1.496,WX11D695Z6AA
0.766,-0.001,4243.7,1.491,WX11D695ZP9P
0.77,0,4246.6,1.492,WX11D695Z9R7
0.631,0,4065.7,1.498,WX11D695Z21E
0,0,0,0,WX11D695ZFAN
0.659,-0.003,4116.4,1.493,WX11D695ZZRX
0.706,0,4175.2,1.494,WX11D695Z0NN
0.737,0.002,4218.1,1.495,WX11D695ZV9Y
0.656,0.001,4121.1,1.494,WX11D695Z3D5
0.705,0.001,4200.5,1.496,WX11D695ZDS7
0.624,-0.002,4003.3,1.492,WX11D695ZFKP
0.669,0.001,4085.7,1.494,WX11D695Z5SJ
0.625,0.001,4001.1,1.496,WX11D695ZETP
0.838,0,3974.4,1.496,WX11D695ZJH8
0.763,0,4331.7,1.492,WX31D6923V5R
0.656,-0.002,4063.1,1.494,WX31D6923RP1
0.661,0,4095.2,1.498,WX31D6923E9S
0.621,-0.003,4002.7,1.495,WX31D6923DLE
0.747,-0.001,4258.1,1.494,WX31D69239SP
0.755,0.001,4274.3,1.493,WX31D69232HK
